年,期,登番,名前漢字,名前カナ,支部,級,年号,生年月日,性別,年齢,身長,体重,血液型,勝率,複勝率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,前期級,前々期級,前々々期級,前期能力指数,今期能力指数,年,期,算出期間自,算出期間至,養成期,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,1コースF回数,1コースL0回数,1コースL1回数,1コースK0回数,1コースK1回数,1コースS0回数,1コースS1回数,1コースS2回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,2コースF回数,2コースL0回数,2コースL1回数,2コースK0回数,2コースK1回数,2コースS0回数,2コースS1回数,2コースS2回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,3コースF回数,3コースL0回数,3コースL1回数,3コースK0回数,3コースK1回数,3コースS0回数,3コースS1回数,3コースS2回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,4コースF回数,4コースL0回数,4コースL1回数,4コースK0回数,4コースK1回数,4コースS0回数,4コースS1回数,4コースS2回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,5コースF回数,5コースL0回数,5コースL1回数,5コースK0回数,5コースK1回数,5コースS0回数,5コースS1回数,5コースS2回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,6コースF回数,6コースL0回数,6コースL1回数,6コースK0回数,6コースK1回数,6コースS0回数,6コースS1回数,6コースS2回数,コースなしL0回数,コースなしL1回数,コースなしK0回数,コースなしK1回数,出身地
2025,0,5243,三馬 崇史,サンバ タカフミ,広島,B1,H,120827,1,24,170,55,A,4.5,28.5,13,19,112,0,0,0.15,12,41.6,0.15,3.3,19,52.6,0.13,2.8,24,41.6,0.13,3.0,21,19.0,0.18,3.0,17,11.7,0.15,3.1,19,5.2,0.18,4.2,B1,B1,B2,42.0,46.0,2025,1,2024-05-01,2024-10-31,130,3,2,1,1,3,2,0,0,0,0,0,0,0,0,4,6,2,1,5,1,0,0,0,0,0,0,0,0,3,7,3,2,3,5,0,0,0,0,0,1,1,0,2,2,5,2,5,4,0,0,0,0,0,1,1,0,1,1,2,3,3,6,0,0,0,0,0,0,1,0,0,1,3,4,7,4,0,0,0,0,0,0,0,0,0,0,1,0,広島
2025,0,5244,黒田 剛,クロダ タケシ,福岡,B1,H,120905,1,24,157,52,A,3.1,13.4,8,5,97,0,0,0.16,8,87.5,0.13,1.6,15,26.6,0.13,2.4,12,8.3,0.17,2.2,15,0.0,0.2,3.3,21,4.7,0.17,3.2,26,0.0,0.16,3.4,B1,B2,B2,38.0,40.0,2025,1,2024-05-01,2024-10-31,130,5,2,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4,1,4,2,0,0,0,0,0,0,0,0,1,0,1,3,3,4,0,0,0,0,0,1,0,0,0,0,2,1,5,7,0,0,0,0,0,0,0,0,0,1,1,1,6,11,1,0,0,0,0,0,0,0,0,0,0,5,8,12,1,0,0,0,0,0,0,0,0,0,0,0,福岡
2025,0,5245,倉富 大誠,クラトミ タイセイ,愛知,B2,H,130926,1,23,162,52,B,1.16,0.0,0,0,49,0,0,0.26,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.0,0.3,6.0,3,0.0,0.13,3.3,45,0.0,0.26,5.8,B1,B1,B2,38.0,31.0,2025,1,2024-05-01,2024-10-31,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,1,0,0,0,0,0,1,0,0,0,0,0,愛知
2025,0,5246,楠 将太郎,クスノキ ショウタロウ,埼玉,B1,H,131220,1,23,172,53,A,4.53,23.0,16,7,100,0,0,0.16,12,50.0,0.18,3.7,17,17.6,0.17,3.8,25,28.0,0.17,2.6,17,29.4,0.15,3.1,18,11.1,0.13,2.8,11,0.0,0.18,3.2,B1,B1,B1,43.0,46.0,2025,1,2024-05-01,2024-10-31,130,5,1,2,1,1,2,0,0,0,0,0,0,0,0,2,1,5,1,3,5,0,0,0,0,0,0,0,0,4,3,5,6,0,6,0,0,0,0,0,1,1,0,4,1,3,2,2,5,0,0,0,0,0,0,0,0,1,1,5,3,2,6,0,0,0,0,0,0,0,0,0,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,埼玉
2025,0,5247,大森 翼,オオモリ ツバサ,兵庫,B1,H,140225,1,22,164,51,B,2.79,8.1,5,2,86,0,0,0.19,10,30.0,0.17,4.0,14,7.1,0.22,4.6,16,6.2,0.18,4.1,14,14.2,0.22,5.0,15,0.0,0.18,4.2,17,0.0,0.18,4.4,B1,B2,B1,38.0,40.0,2025,1,2024-05-01,2024-10-31,130,3,0,0,2,3,2,0,0,0,0,0,0,0,0,1,0,2,2,6,3,0,0,0,0,0,0,0,0,0,1,1,2,6,5,1,0,0,0,0,0,0,0,1,1,1,4,2,5,0,0,0,0,0,0,0,0,0,0,0,2,6,7,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,兵庫
2025,0,5248,本田 愛,ホンダ アイ,静岡,B1,H,140325,2,22,158,48,B,3.65,18.3,5,15,109,0,0,0.18,11,18.1,0.22,3.8,14,21.4,0.15,3.1,16,43.7,0.16,3.3,21,23.8,0.18,3.6,22,9.0,0.16,3.0,25,4.0,0.22,4.4,B1,B1,B2,43.0,43.0,2025,1,2024-05-01,2024-10-31,130,2,0,0,5,0,4,0,0,0,0,0,0,0,0,1,2,2,3,6,0,0,0,0,0,0,0,0,0,1,6,2,0,3,2,0,0,0,0,0,0,1,1,0,5,2,4,7,2,1,0,0,0,0,0,0,0,1,1,2,4,8,6,0,0,0,0,0,0,0,0,0,1,3,4,4,12,0,0,0,0,0,0,1,0,0,0,0,0,静岡
2025,0,5249,三木 晴斗,ミキ ハルト,徳島,B1,H,140409,1,22,167,55,A,3.98,19.6,8,13,107,0,0,0.15,13,53.8,0.16,3.2,20,20.0,0.17,3.4,15,20.0,0.13,2.5,13,23.0,0.14,2.8,25,16.0,0.17,3.2,21,0.0,0.13,2.7,B1,B1,B1,39.0,45.0,2025,1,2024-05-01,2024-10-31,130,3,4,1,2,2,1,0,0,0,0,0,0,0,0,0,4,3,4,4,5,0,0,0,0,0,0,0,0,0,3,2,4,2,3,0,0,0,0,0,0,1,0,3,0,1,3,2,4,0,0,0,0,0,0,0,0,2,2,2,5,7,7,0,0,0,0,0,1,0,0,0,0,5,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,徳島
2025,0,5250,嶋田 有里,シマダ ユウリ,長崎,B1,H,140602,2,22,165,49,B,2.53,7.2,1,5,83,0,0,0.21,0,0.0,0.0,0.0,0,0.0,0.0,0.0,19,10.5,0.21,3.9,19,5.2,0.21,4.2,20,5.0,0.22,4.3,25,8.0,0.18,3.7,B1,B2,B2,36.0,38.0,2025,1,2024-05-01,2024-10-31,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,8,0,0,0,0,0,0,0,0,1,0,2,4,5,7,0,0,0,0,0,0,0,0,0,1,0,3,8,6,1,0,0,0,0,0,1,0,0,2,0,1,8,13,1,0,0,0,0,1,0,0,0,0,0,0,熊本
2025,0,5251,沼田 七華,ヌマタ ナナカ,福井,B1,H,140813,2,22,152,55,A,2.03,1.9,1,1,102,0,0,0.19,4,25.0,0.18,2.3,7,0.0,0.19,3.9,13,0.0,0.23,4.0,19,5.2,0.19,3.5,25,0.0,0.21,4.1,34,0.0,0.17,3.8,B2,B2,B2,36.0,37.0,2025,1,2024-05-01,2024-10-31,130,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,1,0,1,0,4,5,9,0,0,0,0,0,0,0,0,0,0,1,3,10,11,0,0,0,0,0,0,0,0,0,0,1,2,9,22,0,0,0,0,0,0,0,0,0,0,0,0,石川
2025,0,5252,荒木 颯斗,アラキ ハヤト,愛知,B1,H,140917,1,22,167,55,AB,4.41,22.4,16,13,129,0,0,0.14,13,76.9,0.13,2.7,28,21.4,0.15,3.6,23,17.3,0.14,3.2,23,21.7,0.12,2.6,23,4.3,0.12,2.5,19,15.7,0.17,3.7,B1,B1,B1,41.0,46.0,2025,1,2024-05-01,2024-10-31,130,6,4,2,1,0,0,0,0,0,0,0,0,0,0,3,3,5,2,9,5,0,0,0,0,0,0,0,1,2,2,7,4,4,4,0,0,0,0,0,0,0,0,4,1,3,6,5,4,0,0,0,0,0,0,0,0,0,1,2,7,8,5,0,0,0,0,0,0,0,0,1,2,3,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,愛知
2025,0,5253,藤井 太雅,フジイ タイガ,東京,B1,H,141016,1,22,164,62,O,2.25,5.3,4,0,75,0,0,0.17,9,0.0,0.17,4.0,13,7.6,0.19,3.1,13,7.6,0.17,3.8,11,18.1,0.17,3.7,11,0.0,0.18,2.9,18,0.0,0.15,3.6,B2,B2,B2,35.0,37.0,2025,1,2024-05-01,2024-10-31,130,0,0,0,0,2,6,1,0,0,0,0,0,0,0,1,0,0,1,5,6,0,0,0,0,0,0,0,0,1,0,2,1,4,5,0,0,0,0,0,0,0,0,2,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,東京
2025,0,5254,羽田 妃希,ハダ キサキ,愛知,B1,H,150212,2,21,157,45,O,3.41,11.7,1,9,85,0,0,0.17,8,25.0,0.22,3.6,12,16.6,0.14,3.1,17,17.6,0.17,3.6,15,6.6,0.17,3.2,20,10.0,0.17,3.9,13,0.0,0.18,3.5,B1,B2,B2,38.0,42.0,2025,1,2024-05-01,2024-10-31,130,0,2,2,1,2,0,0,0,0,0,0,0,0,1,1,1,4,2,1,3,0,0,0,0,0,0,0,0,0,3,3,5,2,3,0,0,0,0,0,0,1,0,0,1,1,6,3,4,0,0,0,0,0,0,0,0,0,2,0,4,8,5,0,0,0,0,0,0,1,0,0,0,1,3,3,5,0,0,0,0,0,0,1,0,0,0,0,0,愛知
2025,0,5255,藤原 仙二,フジワラ センジ,滋賀,B1,H,151106,1,21,167,55,A,5.19,32.2,20,19,121,1,1,0.16,14,78.5,0.16,3.5,18,33.3,0.22,4.2,20,45.0,0.14,3.7,21,23.8,0.18,3.8,25,20.0,0.13,2.9,23,13.0,0.16,3.5,B1,B1,B1,49.0,50.0,2025,1,2024-05-01,2024-10-31,130,7,4,2,1,0,0,0,0,0,0,0,0,0,0,2,4,2,7,2,1,0,0,0,0,0,0,0,0,3,6,3,5,3,0,0,0,0,0,0,0,0,0,3,2,4,5,4,3,0,0,0,0,0,0,0,0,4,1,2,12,3,3,0,0,0,0,0,0,0,0,1,2,2,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,滋賀
2025,0,5256,中山 翔太,ナカヤマ ショウタ,三重,A2,H,160124,1,20,170,54,O,5.94,42.6,25,27,122,3,0,0.15,19,78.9,0.15,3.3,23,47.8,0.17,3.7,23,60.8,0.14,2.8,19,26.3,0.13,2.6,21,23.8,0.14,2.4,17,11.7,0.13,2.5,B1,B1,B1,49.0,52.0,2025,1,2024-05-01,2024-10-31,130,11,4,1,2,1,0,0,0,0,0,0,0,0,0,4,7,4,3,1,4,0,0,0,0,0,0,0,0,6,8,4,3,1,1,0,0,0,0,0,0,0,0,3,2,4,4,4,2,0,0,0,0,0,0,0,0,1,4,5,3,5,3,0,0,0,0,0,0,0,0,0,2,2,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,三重
2025,0,5257,西丸 侑太朗,ニシマル ユウタロウ,香川,A2,H,160410,1,20,167,56,A,5.63,39.8,20,19,98,1,0,0.15,14,64.2,0.17,3.6,13,61.5,0.18,4.6,18,33.3,0.17,3.6,19,26.3,0.14,2.8,17,35.2,0.14,3.0,17,29.4,0.14,3.7,B1,B1,B1,45.0,50.0,2025,1,2024-05-01,2024-10-31,130,6,3,3,1,0,1,0,0,0,0,0,0,0,0,4,4,0,1,1,3,0,0,0,0,0,0,0,0,3,3,5,2,4,0,0,0,0,0,0,0,1,0,1,4,2,5,5,1,1,0,0,0,0,0,0,0,4,2,4,5,2,0,0,0,0,0,0,0,0,0,2,3,2,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,香川
2025,0,5258,仲本 舜,ナカモト シュン,福岡,B1,H,170714,1,19,165,54,O,3.28,15.2,5,6,72,0,0,0.2,6,50.0,0.28,4.3,14,14.2,0.22,4.6,12,25.0,0.19,4.2,10,10.0,0.17,3.9,13,7.6,0.18,3.9,17,5.8,0.21,4.4,B2,B1,B2,43.0,41.0,2025,1,2024-05-01,2024-10-31,130,1,2,0,0,0,3,0,0,0,0,0,0,0,0,1,1,2,3,2,4,0,0,0,0,0,0,1,0,1,2,0,2,4,2,1,0,0,0,0,0,0,0,1,0,1,2,4,2,0,0,0,0,0,0,0,0,1,0,2,2,2,6,0,0,0,0,0,0,0,0,0,1,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,沖縄
2025,0,5259,野田 昇吾,ノダ ショウゴ,埼玉,B1,H,050627,1,31,167,58,A,2.31,4.4,1,3,91,0,0,0.17,11,18.1,0.17,2.4,18,11.1,0.15,2.5,17,0.0,0.17,3.5,12,0.0,0.19,4.2,14,0.0,0.15,3.3,19,0.0,0.18,3.9,B1,B2,B2,37.0,37.0,2025,1,2024-05-01,2024-10-31,131,1,1,1,3,0,4,0,0,0,0,0,0,1,0,0,2,1,2,6,7,0,0,0,0,0,1,0,0,0,0,3,2,4,8,0,0,0,0,0,0,0,0,0,0,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,1,5,7,1,0,0,0,0,0,0,0,0,0,1,0,6,11,0,0,0,0,0,0,1,0,0,0,0,0,福岡
2025,0,5261,岡 暢祐,オカ ヨウスケ,長崎,B1,H,100206,1,26,169,53,B,2.71,10.4,4,5,86,0,0,0.17,0,0.0,0.0,0.0,7,14.2,0.19,4.0,16,31.2,0.14,3.1,17,5.8,0.14,3.3,22,0.0,0.17,3.6,24,8.3,0.21,4.8,B1,B1,B2,39.0,39.0,2025,1,2024-05-01,2024-10-31,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,0,0,0,0,0,0,0,0,3,2,0,0,7,4,0,0,0,0,0,0,0,0,0,1,2,3,4,6,1,0,0,0,0,0,0,0,0,0,0,2,9,10,0,0,0,0,0,0,1,0,0,2,1,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,大分
2025,0,5262,鈴木 章司,スズキ ショウジ,愛知,B1,H,100227,1,26,166,54,AB,3.27,4.9,0,4,81,0,0,0.16,12,8.3,0.17,3.8,14,0.0,0.16,3.5,12,0.0,0.13,2.6,13,15.3,0.15,3.2,13,7.6,0.16,3.2,17,0.0,0.19,3.9,B1,B1,B2,41.0,43.0,2025,1,2024-05-01,2024-10-31,131,0,1,2,5,1,3,0,0,0,0,0,0,0,0,0,0,5,3,4,2,0,0,0,0,0,0,0,0,0,0,4,2,4,1,1,0,0,0,0,0,0,0,0,2,1,3,1,6,0,0,0,0,0,0,0,0,0,1,3,1,4,4,0,0,0,0,0,0,0,0,0,0,2,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,愛知
2025,0,5263,花田 凱成,ハナダ カイセイ,福岡,B1,H,101005,1,26,165,52,A,4.22,21.9,6,10,73,0,0,0.16,6,66.6,0.11,2.5,14,21.4,0.17,3.5,12,25.0,0.14,3.5,14,14.2,0.16,3.4,15,13.3,0.15,3.2,12,16.6,0.18,3.7,B1,B2,B2,36.0,45.0,2025,1,2024-05-01,2024-10-31,131,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,0,0,0,0,0,0,0,0,1,2,2,1,3,3,0,0,0,0,0,0,0,0,1,1,3,3,4,1,0,0,0,0,0,0,1,0,0,2,4,2,3,3,0,0,0,0,0,0,0,1,0,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,福岡
2025,0,5264,登 みひ果,ノボリ ミヒカ,兵庫,B1,H,111009,2,25,150,45,B,3.66,16.3,9,10,116,0,0,0.19,2,100.0,0.15,3.0,2,100.0,0.14,3.0,32,21.8,0.22,3.8,23,21.7,0.19,3.7,29,6.9,0.19,3.5,28,3.5,0.18,3.9,B1,B1,B2,38.0,43.0,2025,1,2024-05-01,2024-10-31,131,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,10,7,1,0,0,0,0,0,1,0,0,5,4,4,1,9,0,0,0,0,0,0,0,0,1,1,4,10,8,5,0,0,0,0,0,0,0,0,1,0,3,4,8,11,0,0,0,0,0,0,1,0,0,0,0,0,兵庫
2025,0,5265,大廣 咲季,オオヒロ サキ,香川,B1,H,111122,2,25,159,47,O,2.47,6.4,3,5,125,0,0,0.18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,50.0,0.27,4.0,39,10.2,0.18,3.6,37,5.4,0.17,3.3,47,2.1,0.19,3.9,B2,B2,B2,34.0,38.0,2025,1,2024-05-01,2024-10-31,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,6,9,9,11,0,0,0,0,0,0,0,0,0,2,2,3,10,19,0,0,0,0,0,1,1,0,0,1,2,3,10,30,0,0,0,0,0,0,1,0,0,0,0,0,香川
2025,0,5266,石田 勇斗,イシダ ハヤト,愛知,B1,H,120711,1,24,173,56,AB,2.89,12.2,7,4,90,0,0,0.17,11,45.4,0.14,2.7,16,12.5,0.18,4.1,15,0.0,0.2,3.9,12,33.3,0.19,3.5,23,0.0,0.16,3.5,13,0.0,0.15,2.5,B1,B2,B2,37.0,40.0,2025,1,2024-05-01,2024-10-31,131,4,1,1,0,2,2,1,0,0,0,0,0,0,0,1,1,0,3,2,9,0,0,0,0,0,0,0,0,0,0,2,1,4,8,0,0,0,0,0,0,0,0,2,2,1,1,4,2,0,1,0,0,0,0,0,0,0,0,0,3,11,9,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,愛知
2025,0,5267,石本 裕武,イシモト ヒロム,大阪,A2,H,120813,1,24,165,50,A,5.61,35.2,18,12,85,0,0,0.13,15,60.0,0.14,3.5,14,28.5,0.16,3.3,13,38.4,0.13,2.5,16,31.2,0.1,2.4,16,31.2,0.1,2.5,11,18.1,0.12,2.8,A2,A2,B1,51.0,52.0,2025,1,2024-05-01,2024-10-31,131,8,1,3,1,0,2,0,0,0,0,0,0,0,0,1,3,4,3,1,2,0,0,0,0,0,0,0,0,2,3,3,2,1,2,0,0,0,0,0,0,0,0,3,2,3,0,6,1,0,0,0,0,0,1,1,0,3,2,3,3,2,2,0,0,0,0,0,0,1,0,1,1,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,大阪
2025,0,5268,山本 幸也,ヤマモト ユキヤ,福岡,B2,H,121029,1,24,168,58,A,1.99,4.0,1,2,74,0,0,0.22,2,0.0,0.29,4.0,4,25.0,0.26,5.0,6,16.6,0.22,3.0,10,0.0,0.16,3.8,18,5.5,0.2,4.2,33,0.0,0.23,5.0,B1,B2,B2,35.0,34.0,2025,1,2024-05-01,2024-10-31,131,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,1,0,0,1,1,2,3,9,0,0,0,0,0,0,2,0,0,0,1,3,9,19,1,0,0,0,0,0,0,0,0,0,0,1,福岡
2025,0,5269,山口 晃朋,ヤマグチ アキトモ,静岡,B1,H,130118,1,23,162,53,A,3.95,25.5,13,20,129,0,0,0.16,15,73.3,0.19,3.1,27,14.8,0.15,3.4,20,25.0,0.16,3.6,19,21.0,0.14,2.8,24,25.0,0.15,2.8,24,12.5,0.15,3.1,B1,B1,B2,45.0,43.0,2025,1,2024-05-01,2024-10-31,131,6,5,0,0,1,3,0,0,0,0,0,1,0,0,2,2,2,8,4,8,0,0,0,0,0,0,1,0,2,3,2,4,5,4,0,0,0,0,0,0,0,0,1,3,1,2,4,8,0,0,0,0,0,0,0,0,1,5,2,4,2,8,0,0,0,0,0,0,1,1,1,2,0,4,9,8,0,0,0,0,0,1,0,0,0,0,0,0,静岡
2025,0,5270,小玉 啓太,コダマ ケイタ,佐賀,B1,H,130325,1,23,166,53,O,3.44,14.4,8,8,111,0,0,0.16,10,50.0,0.16,3.3,22,13.6,0.14,2.8,14,7.1,0.14,2.5,22,27.2,0.18,3.3,18,0.0,0.19,3.2,25,4.0,0.16,3.4,B1,B2,B2,38.0,42.0,2025,1,2024-05-01,2024-10-31,131,5,0,0,2,0,3,0,0,0,0,0,0,0,0,1,2,2,4,5,7,1,0,0,0,0,0,0,0,1,0,3,3,4,3,0,1,0,0,0,0,0,0,1,5,0,4,5,7,0,0,0,0,0,0,0,0,0,0,3,4,3,8,0,0,0,0,0,0,0,0,0,1,2,7,5,10,0,0,0,0,0,0,0,0,0,0,0,0,佐賀
2025,0,5271,杉山 太陽,スギヤマ タイヨウ,福岡,B1,H,130719,1,23,164,52,A,3.15,14.2,3,10,91,0,0,0.15,8,50.0,0.19,4.0,17,35.2,0.14,2.4,16,6.2,0.16,2.9,17,11.7,0.13,2.1,17,0.0,0.15,3.1,16,0.0,0.17,3.4,B1,B2,B2,36.0,41.0,2025,1,2024-05-01,2024-10-31,131,0,4,0,0,2,2,0,0,0,0,0,0,0,0,1,5,1,1,3,6,0,0,0,0,0,0,0,0,0,1,3,3,3,6,0,0,0,0,0,0,0,0,2,0,2,1,3,8,1,0,0,0,0,0,0,0,0,0,2,4,9,2,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,福岡
2025,0,5272,松田 真実,マツダ マミ,愛知,B2,H,130819,2,23,155,50,A,1.94,5.9,2,2,67,0,0,0.19,5,20.0,0.21,3.8,8,0.0,0.15,4.9,8,0.0,0.22,4.3,18,16.6,0.19,3.8,11,0.0,0.19,3.6,17,0.0,0.17,3.5,B2,B2,B2,32.0,35.0,2025,1,2024-05-01,2024-10-31,131,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,2,1,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,1,2,13,1,0,0,0,0,0,0,0,0,0,0,0,愛知
2025,0,5273,山下 拓巳,ヤマシタ タクミ,兵庫,B1,H,130901,1,23,166,52,A,3.17,9.3,2,5,75,0,0,0.19,8,25.0,0.2,4.1,14,7.1,0.19,4.1,15,13.3,0.17,3.7,11,0.0,0.18,4.5,18,5.5,0.18,4.2,9,11.1,0.22,4.6,B1,B2,B2,41.0,42.0,2025,1,2024-05-01,2024-10-31,131,2,0,1,0,1,4,0,0,0,0,0,0,0,0,0,1,0,4,5,4,0,0,0,0,0,0,0,0,0,2,5,0,4,3,1,0,0,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,0,0,0,0,1,3,4,7,3,0,0,0,0,0,0,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,兵庫
2025,0,5274,城間 盛渚,シロマ セイナ,福岡,B1,H,131121,1,23,170,55,A,4.27,25.2,12,11,91,0,0,0.18,10,50.0,0.21,4.1,15,20.0,0.22,4.2,19,31.5,0.15,2.9,13,15.3,0.14,2.9,17,23.5,0.17,2.9,17,17.6,0.17,3.7,B1,B1,B2,41.0,45.0,2025,1,2024-05-01,2024-10-31,131,3,2,0,2,2,1,0,0,0,0,0,0,0,0,2,1,3,4,3,1,1,0,0,0,0,0,0,0,3,3,2,4,6,1,0,0,0,0,0,0,0,0,1,1,1,2,7,1,0,0,0,0,0,0,0,0,2,2,1,5,2,5,0,0,0,0,0,0,0,0,1,2,1,0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,沖縄
2025,0,5275,松田 淳平,マツダ ジュンペイ,三重,B1,H,140221,1,22,170,54,A,3.55,10.2,6,4,98,0,0,0.16,1,0.0,0.0,0.0,1,0.0,0.11,6.0,2,0.0,0.27,5.0,22,4.5,0.18,3.9,30,23.3,0.16,3.3,42,4.7,0.14,3.4,B1,B1,B1,43.0,44.0,2025,1,2024-05-01,2024-10-31,131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,10,6,4,0,0,0,0,0,0,0,0,4,3,4,9,4,6,0,0,0,0,0,0,0,0,1,1,4,15,12,8,0,0,0,0,0,0,0,1,0,0,0,0,三重
2025,0,5276,大島 隆乃介,オオシマ リュウノスケ,福岡,B1,H,140427,1,22,156,54,A,3.86,16.1,7,8,93,0,0,0.16,10,70.0,0.14,3.7,17,17.6,0.16,4.2,15,13.3,0.18,3.9,15,0.0,0.18,3.7,18,11.1,0.16,2.8,18,5.5,0.15,3.2,B1,B1,B2,47.0,44.0,2025,1,2024-05-01,2024-10-31,131,4,3,0,1,2,0,0,0,0,0,0,0,0,0,1,2,2,2,8,2,0,0,0,0,0,0,0,0,2,0,4,3,1,4,0,0,0,0,0,0,0,1,0,0,2,4,2,7,0,0,0,0,0,0,0,0,0,2,5,2,5,4,0,0,0,0,0,0,0,0,0,1,2,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,福岡
2025,0,5277,井上 未都,イノウエ ミト,福岡,B1,H,140505,2,22,156,46,O,3.7,12.3,6,7,105,0,0,0.18,9,22.2,0.24,4.3,14,21.4,0.21,4.1,21,14.2,0.2,3.5,18,16.6,0.16,3.3,26,7.6,0.17,2.9,17,0.0,0.15,2.7,B1,B2,B2,42.0,44.0,2025,1,2024-05-01,2024-10-31,131,1,1,2,3,1,1,0,0,0,0,0,0,0,0,1,2,3,5,1,2,0,0,0,0,0,0,0,0,1,2,0,6,6,6,0,0,0,0,0,0,0,0,2,1,5,2,4,4,0,0,0,0,0,1,0,0,1,1,1,8,5,10,0,0,0,0,0,0,0,0,0,0,3,6,4,3,0,0,0,0,0,0,1,0,0,0,1,0,福岡
