登番,名前漢字,名前カナ,支部,級,年号,生年月日,性別,年齢,身長,体重,血液型,勝率,複勝率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,前期級,前々期級,前々々期級,前期能力指数,今期能力指数,年,期,算出期間自,算出期間至,養成期,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,1コースF回数,1コースL0回数,1コースL1回数,1コースK0回数,1コースK1回数,1コースS0回数,1コースS1回数,1コースS2回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,2コースF回数,2コースL0回数,2コースL1回数,2コースK0回数,2コースK1回数,2コースS0回数,2コースS1回数,2コースS2回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,3コースF回数,3コースL0回数,3コースL1回数,3コースK0回数,3コースK1回数,3コースS0回数,3コースS1回数,3コースS2回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,4コースF回数,4コースL0回数,4コースL1回数,4コースK0回数,4コースK1回数,4コースS0回数,4コースS1回数,4コースS2回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,5コースF回数,5コースL0回数,5コースL1回数,5コースK0回数,5コースK1回数,5コースS0回数,5コースS1回数,5コースS2回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,6コースF回数,6コースL0回数,6コースL1回数,6コースK0回数,6コースK1回数,6コースS0回数,6コースS1回数,6コースS2回数,コースなしL0回数,コースなしL1回数,コースなしK0回数,コースなしK1回数,出身地
5116,金子 七海,カネコ ナナミ,福井,B2,H,120421,2,24,159,45,A,3.06,13.8,4,1,36,0,0,0.18,5,60.0,0.2,2.2,6,0.0,0.2,3.8,6,16.6,0.16,2.5,3,33.3,0.14,3.0,7,0.0,0.16,3.1,9,0.0,0.18,3.6,B2,B1,B1,36.0,40.0,2024,2,2023-11-01,2024-04-30,125,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,福井
5117,冨名腰 桃奈,フナコシ モモナ,福岡,B2,H,120502,2,24,141,44,B,4.13,21.1,3,8,52,0,0,0.17,7,57.1,0.16,2.7,11,27.2,0.16,2.9,7,28.5,0.22,3.9,8,12.5,0.16,2.6,9,11.1,0.17,2.8,10,0.0,0.15,3.8,B1,B1,B1,47.0,44.0,2024,2,2023-11-01,2024-04-30,125,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,2,2,1,3,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,3,0,1,2,1,0,0,0,0,0,0,0,0,1,2,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,2,4,1,0,0,0,0,1,0,0,0,0,0,0,沖縄
5118,野田 なづき,ノダ ナヅキ,佐賀,B1,H,120719,2,23,157,45,A,4.98,25.2,7,18,99,1,0,0.2,13,23.0,0.19,4.2,19,52.6,0.19,3.4,17,17.6,0.17,3.4,19,21.0,0.18,4.1,16,18.7,0.22,3.7,15,13.3,0.22,3.9,B1,B1,B1,46.0,49.0,2024,2,2023-11-01,2024-04-30,125,3,0,4,4,1,1,0,0,0,0,0,0,0,0,2,8,4,2,3,0,0,0,0,0,0,0,0,0,1,2,5,6,2,1,0,0,0,0,0,1,0,0,1,3,5,5,4,1,0,0,0,0,0,0,0,0,0,3,3,3,5,2,0,0,0,0,0,0,0,0,0,2,1,6,2,2,1,0,0,0,0,0,1,0,0,0,0,0,佐賀
5120,山本 稔太朗,ヤマモト ジンタロウ,愛知,B1,H,130313,1,23,160,55,B,4.96,32.1,8,18,81,0,0,0.17,10,60.0,0.14,2.7,13,46.1,0.19,2.8,11,36.3,0.11,2.8,11,36.3,0.16,3.6,17,17.6,0.19,4.3,19,15.7,0.19,4.6,A2,B1,B1,50.0,48.0,2024,2,2023-11-01,2024-04-30,125,3,3,0,2,0,0,1,0,0,0,0,0,1,0,0,6,3,1,1,2,0,0,0,0,0,0,0,0,2,2,3,1,1,1,1,0,0,0,0,0,0,0,2,2,1,1,4,1,0,0,0,0,0,0,0,0,1,2,4,4,4,2,0,0,0,0,0,0,0,0,0,3,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,愛知
5121,定松 勇樹,サダマツ ユウキ,佐賀,A1,H,130502,1,23,168,52,A,7.26,56.6,39,25,113,9,4,0.14,31,93.5,0.12,2.9,16,75.0,0.17,3.5,15,33.3,0.13,2.7,14,35.7,0.11,2.4,18,44.4,0.14,2.8,19,26.3,0.18,4.1,A1,A1,A1,61.0,61.0,2024,2,2023-11-01,2024-04-30,125,27,2,0,0,1,1,0,0,0,0,0,0,0,0,3,9,0,1,2,0,1,0,0,0,0,0,0,0,1,4,4,2,1,2,0,0,0,0,0,0,1,0,3,2,3,3,2,1,0,0,0,0,0,0,0,0,4,4,3,4,2,1,0,0,0,0,0,0,0,0,1,4,7,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,福岡
5122,相馬 翔,ソウマ ショウ,埼玉,B1,H,130703,1,22,172,56,AB,4.33,22.8,7,14,92,0,0,0.18,16,31.2,0.18,3.5,13,38.4,0.16,2.6,19,36.8,0.13,2.6,12,8.3,0.17,3.3,16,12.5,0.21,4.1,16,6.2,0.21,4.8,B1,B1,B1,43.0,46.0,2024,2,2023-11-01,2024-04-30,125,3,2,1,3,4,2,1,0,0,0,0,0,0,0,1,4,0,2,2,4,0,0,0,0,0,1,0,0,2,5,2,5,1,4,0,0,0,0,0,0,0,0,0,1,4,3,1,3,0,0,0,0,0,0,0,0,1,1,6,1,1,6,0,0,0,0,0,0,0,0,0,1,3,4,3,5,0,0,0,0,0,1,0,0,0,0,0,0,埼玉
5123,福山 恵里奈,フクヤマ エリナ,山口,B1,H,080408,2,28,158,48,A,3.08,7.6,1,3,52,0,0,0.2,6,0.0,0.16,3.7,11,9.0,0.16,3.8,10,10.0,0.26,4.4,6,33.3,0.18,4.8,11,0.0,0.23,3.9,8,0.0,0.2,4.0,B2,B1,B1,41.0,41.0,2024,2,2023-11-01,2024-04-30,126,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,1,3,1,4,2,0,0,0,0,0,0,0,0,0,1,3,1,2,3,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,山口
5124,上瀧 絢也,ジョウタキ ケンヤ,佐賀,B1,H,080414,1,28,169,52,O,4.06,22.1,6,15,95,0,0,0.14,13,46.1,0.14,2.6,16,25.0,0.15,3.3,14,14.2,0.14,2.4,20,35.0,0.14,2.6,15,13.3,0.13,2.6,17,0.0,0.15,3.1,B1,B1,B1,44.0,45.0,2024,2,2023-11-01,2024-04-30,126,3,3,1,3,2,1,0,0,0,0,0,0,0,0,2,2,2,2,4,4,0,0,0,0,0,0,0,0,0,2,2,3,4,3,0,0,0,0,0,1,0,0,1,6,2,5,2,4,0,0,0,0,0,0,0,0,0,2,2,2,4,5,0,0,0,0,0,0,0,0,0,0,1,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,佐賀
5125,高井 雄基,タカイ ユウキ,愛知,A2,H,080719,1,27,170,51,O,5.69,36.1,15,15,83,1,0,0.16,13,92.3,0.14,2.0,15,33.3,0.19,4.3,15,20.0,0.13,3.0,14,21.4,0.17,3.7,17,29.4,0.18,3.6,9,22.2,0.18,4.3,B1,B1,B1,47.0,51.0,2024,2,2023-11-01,2024-04-30,126,8,4,0,1,0,0,0,0,0,0,0,0,0,0,3,2,4,2,3,1,0,0,0,0,0,0,0,0,0,3,4,5,2,1,0,0,0,0,0,0,0,0,2,1,4,3,0,4,0,0,0,0,0,0,0,0,2,3,2,6,2,1,0,0,0,0,0,0,1,0,0,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,愛知
5126,山下 大輝,ヤマシタ ダイキ,兵庫,B1,H,080827,1,27,165,51,A,5.03,29.9,13,16,97,1,0,0.16,11,54.5,0.15,2.8,19,52.6,0.16,3.3,16,25.0,0.14,3.5,21,19.0,0.18,3.2,18,22.2,0.17,3.0,12,8.3,0.16,2.9,B1,B1,B1,48.0,49.0,2024,2,2023-11-01,2024-04-30,126,4,2,0,0,2,2,1,0,0,0,0,0,0,0,3,7,4,2,3,0,0,0,0,0,0,0,0,0,3,1,5,4,2,1,0,0,0,0,0,0,0,0,2,2,4,7,3,3,0,0,0,0,0,0,0,0,1,3,2,3,7,2,0,0,0,0,0,0,0,0,0,1,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,兵庫
5127,沼田 大都,ヌマタ ヒロト,愛知,B1,H,081009,1,27,151,52,A,4.5,16.8,8,10,107,0,0,0.18,16,50.0,0.17,3.6,19,26.3,0.17,3.5,22,9.0,0.18,3.5,15,6.6,0.16,3.6,21,4.7,0.16,3.4,14,7.1,0.26,5.1,B1,B1,B1,46.0,48.0,2024,2,2023-11-01,2024-04-30,126,6,2,4,4,0,0,0,0,0,0,0,0,0,0,2,3,5,3,5,1,0,0,0,0,0,0,0,0,0,2,5,9,3,3,0,0,0,0,0,0,0,0,0,1,3,4,3,4,0,0,0,0,0,0,0,0,0,1,7,4,4,5,0,0,0,0,0,0,0,0,0,1,3,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,広島
5128,坪井 爽佑,ツボイ ソウスケ,三重,B2,H,081216,1,27,169,63,A,3.29,16.6,5,3,48,0,0,0.18,6,66.6,0.14,2.2,5,20.0,0.15,2.7,12,8.3,0.16,3.3,7,14.2,0.14,3.3,9,11.1,0.17,3.8,9,0.0,0.26,5.1,B1,B1,B1,40.0,40.0,2024,2,2023-11-01,2024-04-30,126,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,1,1,3,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,三重
5129,山口 真喜子,ヤマグチ マキコ,長崎,B1,H,090320,2,27,160,46,A,4.96,29.5,11,20,105,0,0,0.19,14,35.7,0.19,4.1,21,33.3,0.19,4.2,16,50.0,0.21,3.6,15,46.6,0.19,3.8,23,17.3,0.2,4.0,16,0.0,0.19,4.6,B1,B2,B1,48.0,48.0,2024,2,2023-11-01,2024-04-30,126,5,0,1,3,2,3,0,0,0,0,0,0,0,0,3,4,4,2,4,3,0,0,0,0,0,0,1,0,1,7,5,0,1,2,0,0,0,0,0,0,0,0,1,6,1,4,2,0,0,0,0,0,0,0,1,0,1,3,6,6,3,4,0,0,0,0,0,0,0,0,0,0,3,7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,長崎
5130,上野 拓馬,ウエノ タクマ,三重,B1,H,100113,1,26,166,52,B,3.97,19.3,7,12,98,0,0,0.19,13,53.8,0.17,4.2,19,10.5,0.18,4.5,15,26.6,0.2,4.4,15,26.6,0.2,4.5,21,9.5,0.19,4.2,15,0.0,0.21,4.9,B1,B1,B1,47.0,44.0,2024,2,2023-11-01,2024-04-30,126,4,3,2,1,1,2,0,0,0,0,0,0,0,0,1,1,4,6,3,4,0,0,0,0,0,1,0,0,0,4,2,3,1,4,1,0,0,0,0,0,0,0,2,2,1,2,6,1,0,0,0,0,0,0,1,0,0,2,6,2,5,6,0,0,0,0,0,0,0,0,0,0,1,1,5,8,0,0,0,0,0,1,0,0,0,0,1,0,三重
5131,江藤 敦宏,エトウ アツヒロ,福岡,B2,H,110408,1,25,152,50,O,3.31,12.2,2,4,49,0,0,0.16,9,22.2,0.14,3.4,7,14.2,0.15,4.0,9,11.1,0.13,3.3,6,33.3,0.17,3.2,7,0.0,0.19,3.4,11,0.0,0.18,4.3,B1,B1,B1,43.0,42.0,2024,2,2023-11-01,2024-04-30,126,0,2,1,1,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,4,2,1,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,1,0,福岡
5132,中野 希一,ナカノ キイチ,埼玉,B1,H,110427,1,25,171,53,B,3.08,13.1,3,5,61,0,0,0.21,5,80.0,0.15,2.5,4,25.0,0.12,3.0,6,16.6,0.17,3.6,7,14.2,0.16,3.4,5,20.0,0.15,4.4,34,0.0,0.25,5.4,A2,B1,B1,50.0,40.0,2024,2,2023-11-01,2024-04-30,126,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,6,6,19,0,0,0,0,0,0,0,0,0,0,0,0,埼玉
5133,堀越 雄貴,ホリコシ ユウキ,東京,B1,H,110730,1,24,164,51,AB,4.56,21.2,12,9,99,1,0,0.16,16,50.0,0.14,2.6,16,12.5,0.16,2.3,27,25.9,0.15,3.0,10,10.0,0.18,3.1,16,18.7,0.19,3.2,14,0.0,0.16,3.7,B1,B1,B1,47.0,47.0,2024,2,2023-11-01,2024-04-30,126,5,3,2,2,3,0,0,0,0,0,0,1,1,0,1,1,4,3,3,4,0,0,0,0,0,0,0,0,4,3,3,9,6,2,0,0,0,0,0,0,0,0,1,0,3,0,2,4,0,0,0,0,0,0,0,0,1,2,2,3,4,4,0,0,0,0,0,0,0,0,0,0,7,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,神奈川
5134,大原 祥昌,オオハラ ヨシマサ,広島,B1,H,110805,1,24,164,53,A,3.93,23.3,14,11,107,0,0,0.16,10,70.0,0.12,3.2,10,40.0,0.19,3.5,12,25.0,0.16,3.3,15,26.6,0.18,3.5,17,11.7,0.16,3.5,43,11.6,0.16,3.4,B1,B1,B1,47.0,42.0,2024,2,2023-11-01,2024-04-30,126,7,0,0,1,0,1,1,0,0,0,0,0,0,0,1,3,1,3,1,0,0,0,0,0,0,0,1,0,1,2,3,1,3,0,0,0,0,0,0,0,1,1,2,2,3,1,3,4,0,0,0,0,0,0,0,0,1,1,2,2,3,7,0,0,0,0,0,0,1,0,2,3,3,4,9,22,0,0,0,0,0,0,0,0,0,0,0,0,広島
5135,仲 航太,ナカ コウタ,東京,B1,H,111118,1,24,169,55,A,5.07,32.5,12,16,86,0,0,0.18,15,53.3,0.17,3.6,11,45.4,0.17,4.0,17,29.4,0.17,3.6,14,28.5,0.2,3.6,14,28.5,0.19,4.1,15,13.3,0.2,4.5,B1,B1,B1,46.0,49.0,2024,2,2023-11-01,2024-04-30,126,5,3,1,2,2,2,0,0,0,0,0,0,0,0,2,3,2,2,1,1,0,0,0,0,0,0,0,0,2,3,3,2,2,4,1,0,0,0,0,0,0,0,2,2,4,3,3,0,0,0,0,0,0,0,0,0,0,4,4,1,5,0,0,0,0,0,0,0,0,0,1,1,1,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,神奈川
5136,濱野 斗馬,ハマノ トウマ,香川,A1,H,111217,1,24,157,55,A,6.45,48.6,47,24,146,3,2,0.11,31,87.1,0.1,1.8,24,50.0,0.12,2.7,24,33.3,0.09,1.8,20,35.0,0.1,1.8,22,63.6,0.12,2.0,25,12.0,0.16,3.9,A1,A2,B1,53.0,55.0,2024,2,2023-11-01,2024-04-30,126,25,2,0,2,0,2,0,0,0,0,0,0,0,0,4,8,1,4,3,4,0,0,0,0,0,0,0,0,3,5,8,6,0,2,0,0,0,0,0,0,0,0,5,2,5,2,1,4,1,0,0,0,0,0,0,0,8,6,1,3,3,0,0,0,0,0,0,0,1,0,2,1,6,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,香川
5137,川原 涼,カワハラ リョウ,愛知,B1,H,120223,1,24,164,54,O,4.41,21.0,11,10,100,1,0,0.16,11,54.5,0.18,3.1,21,14.2,0.16,2.7,18,22.2,0.14,2.3,15,13.3,0.14,2.9,22,27.2,0.16,2.9,13,0.0,0.21,3.4,B1,B1,B1,46.0,46.0,2024,2,2023-11-01,2024-04-30,126,4,2,0,4,1,0,0,0,0,0,0,0,0,0,2,1,7,5,3,0,0,0,0,0,0,1,2,1,2,2,5,2,3,3,0,0,0,0,0,0,1,0,1,1,2,6,4,0,1,0,0,0,0,0,0,0,2,4,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,愛知
5138,村本 大成,ムラモト タイセイ,福岡,B1,H,120430,1,24,174,54,AB,3.14,5.7,2,2,70,0,0,0.17,8,37.5,0.15,3.8,13,0.0,0.19,4.2,11,9.0,0.16,3.8,9,0.0,0.13,3.1,15,0.0,0.14,2.9,14,0.0,0.21,4.6,B2,B1,B1,42.0,42.0,2024,2,2023-11-01,2024-04-30,126,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,4,1,4,4,0,0,0,0,0,0,0,0,0,1,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0,0,3,6,4,2,0,0,0,0,0,0,0,0,0,0,1,1,5,6,1,0,0,0,0,0,0,0,0,0,1,0,福岡
5139,大場 恒季,オオバ コウキ,愛知,B2,H,120623,1,24,166,54,B,4.85,30.0,5,7,40,0,0,0.18,8,37.5,0.16,3.1,11,36.3,0.17,2.6,7,28.5,0.15,3.0,5,60.0,0.22,4.4,6,0.0,0.2,4.0,3,0.0,0.28,5.0,B1,A2,B1,46.0,46.0,2024,2,2023-11-01,2024-04-30,126,2,1,1,0,2,1,0,0,0,0,0,0,1,0,1,3,3,0,1,2,1,0,0,0,0,0,0,0,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,愛知
5140,吉田 彩乃,ヨシダ アヤノ,静岡,B2,H,120922,2,23,157,49,B,3.33,16.3,1,7,49,0,0,0.22,7,57.1,0.17,4.1,10,20.0,0.24,3.9,11,9.0,0.21,4.4,5,0.0,0.23,4.8,11,9.0,0.22,4.5,5,0.0,0.21,4.4,B1,B1,B1,42.0,42.0,2024,2,2023-11-01,2024-04-30,126,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,1,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,5,4,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,静岡
5141,大澤 風葵,オオサワ フウキ,群馬,A2,H,121221,1,23,161,54,A,5.97,45.4,24,26,110,1,0,0.13,22,72.7,0.12,1.7,21,52.3,0.14,2.7,15,60.0,0.15,2.4,14,28.5,0.15,2.7,19,31.5,0.11,2.7,19,21.0,0.11,2.7,A1,A1,A2,54.0,54.0,2024,2,2023-11-01,2024-04-30,126,11,5,0,2,2,1,0,0,0,0,0,0,1,0,4,7,3,2,2,2,0,0,0,0,0,0,1,0,4,5,3,2,0,1,0,0,0,0,0,1,0,0,4,0,4,2,4,0,0,0,0,0,0,0,0,0,1,5,4,4,2,2,1,0,0,0,0,0,0,0,0,4,1,3,3,7,0,0,0,0,0,0,1,0,0,0,5,0,群馬
5142,常住 蓮,ツネズミ レン,佐賀,A1,H,130102,1,23,160,49,A,6.75,52.2,45,38,159,6,1,0.16,37,94.5,0.15,3.1,23,43.4,0.17,3.8,30,56.6,0.16,3.3,28,50.0,0.16,3.3,25,24.0,0.17,3.4,16,6.2,0.18,4.4,A2,A1,A2,53.0,54.0,2024,2,2023-11-01,2024-04-30,126,27,8,0,1,1,0,0,0,0,0,0,0,0,0,4,6,9,2,1,1,0,0,0,0,0,0,0,0,6,11,7,1,4,1,0,0,0,0,0,0,0,0,6,8,6,5,3,0,0,0,0,0,0,0,0,0,2,4,4,9,5,1,0,0,0,0,0,0,0,0,0,1,3,6,4,2,0,0,0,0,0,0,0,0,0,0,2,0,佐賀
5143,常盤 海心,トキワ カイシン,徳島,B1,H,130223,1,23,170,55,A,3.29,11.5,2,7,78,0,0,0.19,7,57.1,0.15,3.4,18,5.5,0.19,4.0,15,13.3,0.22,4.9,10,20.0,0.22,4.0,12,0.0,0.19,4.3,16,0.0,0.18,3.9,B2,B1,B1,40.0,42.0,2024,2,2023-11-01,2024-04-30,126,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,5,1,3,7,1,0,0,0,0,0,0,0,0,2,1,3,4,5,0,0,0,0,0,0,0,0,0,2,1,1,3,3,0,0,0,0,0,0,0,0,0,0,2,3,1,6,0,0,0,0,0,1,0,0,0,0,3,3,2,8,0,0,0,0,0,0,0,0,0,0,1,0,徳島
5144,中尾 彩香,ナカオ サヤカ,福岡,B2,H,130627,2,23,162,47,O,3.23,10.4,2,3,48,0,0,0.21,6,33.3,0.21,4.0,8,0.0,0.21,3.6,10,0.0,0.22,4.0,10,20.0,0.23,3.1,5,0.0,0.22,4.2,9,11.1,0.2,3.2,B1,B1,B1,46.0,41.0,2024,2,2023-11-01,2024-04-30,126,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,0,0,0,0,0,0,0,0,1,1,0,2,4,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,沖縄
5145,島川 海輝,シマカワ カイキ,山口,B1,H,150309,1,21,171,52,O,4.93,31.0,14,18,103,2,1,0.16,16,68.7,0.14,2.4,19,47.3,0.15,3.3,17,35.2,0.14,3.2,22,18.1,0.16,3.6,16,12.5,0.17,3.9,12,0.0,0.18,4.8,A2,B1,B1,51.0,50.0,2024,2,2023-11-01,2024-04-30,126,9,2,1,1,0,3,0,0,0,0,0,0,0,0,2,7,3,1,3,3,0,0,0,0,0,0,0,0,1,5,2,5,3,1,0,0,0,0,0,0,0,0,2,2,2,4,8,4,0,0,0,0,0,0,0,0,0,2,4,2,4,3,0,0,0,0,0,0,1,0,0,0,2,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,山口
5146,野田 彩加,ノダ アヤカ,山口,B1,H,150430,2,21,165,49,O,4.78,25.7,8,18,101,0,0,0.19,13,46.1,0.18,3.2,20,40.0,0.2,4.5,17,23.5,0.18,3.5,13,23.0,0.19,4.1,21,19.0,0.2,3.9,16,6.2,0.2,4.7,B1,B1,B1,44.0,48.0,2024,2,2023-11-01,2024-04-30,126,3,3,3,1,1,2,0,0,0,0,0,0,0,0,4,4,7,2,3,0,0,0,0,0,0,0,0,0,1,3,5,3,2,2,0,0,0,0,0,0,0,1,0,3,5,3,2,0,0,0,0,0,0,0,0,0,0,4,1,7,7,2,0,0,0,0,0,0,0,0,0,1,1,3,5,5,0,0,0,0,0,0,1,0,0,0,0,1,山口
5147,田中 勇輔,タナカ ユウスケ,埼玉,B1,H,060119,1,30,172,54,O,4.53,28.1,14,15,103,0,0,0.13,15,60.0,0.12,2.4,19,10.5,0.17,2.8,18,16.6,0.15,2.8,20,60.0,0.09,1.6,16,12.5,0.12,2.4,15,6.6,0.14,3.3,B1,B1,B1,45.0,46.0,2024,2,2023-11-01,2024-04-30,127,4,5,2,2,2,0,0,0,0,0,0,0,0,0,1,1,2,3,9,3,0,0,0,0,0,1,0,0,2,1,4,3,5,2,1,0,0,0,0,0,0,0,7,5,3,3,2,0,0,0,0,0,0,0,0,0,0,2,1,1,4,8,0,0,0,0,0,0,0,0,0,1,1,2,5,6,0,0,0,0,0,0,0,0,0,0,1,0,埼玉
5148,松本 怜,マツモト レイ,福岡,B1,H,060207,2,30,158,51,AB,3.53,11.5,3,6,78,0,0,0.22,8,12.5,0.24,3.8,17,11.7,0.21,4.9,12,16.6,0.19,3.3,16,18.7,0.17,3.9,11,9.0,0.19,3.6,14,0.0,0.3,5.1,B1,B2,B1,43.0,44.0,2024,2,2023-11-01,2024-04-30,127,1,0,2,1,4,0,0,0,0,0,0,0,0,0,0,2,2,3,4,6,0,0,0,0,0,0,0,0,0,2,2,4,3,1,0,0,0,0,0,0,0,0,2,1,2,6,4,1,0,0,0,0,0,0,0,0,0,1,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,1,0,0,0,0,0,福岡
5150,坂本 雄紀,サカモト ユウキ,群馬,A2,H,061018,1,29,161,53,A,5.48,37.8,18,13,82,2,1,0.16,11,63.6,0.18,3.9,12,41.6,0.16,3.3,16,43.7,0.15,2.6,17,47.0,0.17,2.9,17,23.5,0.14,3.0,9,0.0,0.21,3.9,B1,B1,B1,48.0,49.0,2024,2,2023-11-01,2024-04-30,127,6,1,1,2,0,1,0,0,0,0,0,0,0,0,1,4,3,3,0,1,0,0,0,0,0,0,0,0,5,2,1,3,1,4,0,0,0,0,0,0,0,0,4,4,2,1,4,2,0,0,0,0,0,0,0,0,2,2,2,4,3,4,0,0,0,0,0,0,0,0,0,0,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,群馬
5151,山下 奈緒,ヤマシタ ナオ,大阪,B2,H,070413,2,29,153,49,O,3.42,6.6,0,3,45,0,0,0.26,6,16.6,0.25,5.5,9,11.1,0.27,5.1,9,11.1,0.22,4.2,7,0.0,0.24,5.6,9,0.0,0.29,5.4,5,0.0,0.32,4.8,B1,B1,B1,42.0,45.0,2024,2,2023-11-01,2024-04-30,127,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,香川
5152,丸山 祐也,マルヤマ ユウヤ,福岡,B1,H,070814,1,28,165,52,A,4.49,23.3,7,11,77,0,0,0.17,9,55.5,0.11,2.3,14,35.7,0.16,3.4,14,42.8,0.16,3.3,16,6.2,0.18,3.9,12,0.0,0.19,3.2,12,8.3,0.21,4.7,B1,B1,B1,42.0,47.0,2024,2,2023-11-01,2024-04-30,127,4,1,2,2,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,4,0,0,0,0,0,0,0,0,2,4,2,3,2,1,0,0,0,0,0,1,0,0,0,1,2,5,5,3,0,0,0,0,0,0,0,0,0,0,1,6,3,2,0,0,0,0,0,0,0,0,0,1,0,3,3,4,0,0,0,0,0,0,1,0,0,0,0,0,福岡
