登番,名前漢字,名前カナ,支部,級,年号,生年月日,性別,年齢,身長,体重,血液型,勝率,複勝率,1着回数,2着回数,出走回数,優出回数,優勝回数,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,前期級,前々期級,前々々期級,前期能力指数,今期能力指数,年,期,算出期間自,算出期間至,養成期,1コース1着回数,1コース2着回数,1コース3着回数,1コース4着回数,1コース5着回数,1コース6着回数,1コースF回数,1コースL0回数,1コースL1回数,1コースK0回数,1コースK1回数,1コースS0回数,1コースS1回数,1コースS2回数,2コース1着回数,2コース2着回数,2コース3着回数,2コース4着回数,2コース5着回数,2コース6着回数,2コースF回数,2コースL0回数,2コースL1回数,2コースK0回数,2コースK1回数,2コースS0回数,2コースS1回数,2コースS2回数,3コース1着回数,3コース2着回数,3コース3着回数,3コース4着回数,3コース5着回数,3コース6着回数,3コースF回数,3コースL0回数,3コースL1回数,3コースK0回数,3コースK1回数,3コースS0回数,3コースS1回数,3コースS2回数,4コース1着回数,4コース2着回数,4コース3着回数,4コース4着回数,4コース5着回数,4コース6着回数,4コースF回数,4コースL0回数,4コースL1回数,4コースK0回数,4コースK1回数,4コースS0回数,4コースS1回数,4コースS2回数,5コース1着回数,5コース2着回数,5コース3着回数,5コース4着回数,5コース5着回数,5コース6着回数,5コースF回数,5コースL0回数,5コースL1回数,5コースK0回数,5コースK1回数,5コースS0回数,5コースS1回数,5コースS2回数,6コース1着回数,6コース2着回数,6コース3着回数,6コース4着回数,6コース5着回数,6コース6着回数,6コースF回数,6コースL0回数,6コースL1回数,6コースK0回数,6コースK1回数,6コースS0回数,6コースS1回数,6コースS2回数,コースなしL0回数,コースなしL1回数,コースなしK0回数,コースなしK1回数,出身地
4624,高田明,タカダ アキラ,佐賀,A2,S,600423,1,39,172,52,O,6.11,44.2,33,25,131,3,1,0.15,26,84.6,0.13,2.9,20,55.0,0.14,3.4,18,44.4,0.16,3.4,27,33.3,0.16,2.7,18,22.2,0.13,3.8,22,18.1,0.16,3.9,A2,A2,A2,51.0,52.0,2025,1,2024-05-01,2024-10-31,107,14,8,3,1,0,0,0,0,0,0,0,0,0,0,6,5,4,3,1,1,0,0,0,0,0,0,0,0,4,4,3,4,3,0,0,0,0,0,0,0,0,0,6,3,3,4,4,6,1,0,0,0,0,0,0,0,1,3,4,5,3,2,0,0,0,0,0,0,0,0,2,2,5,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,佐賀
4625,渡邊裕貴,ワタナベ ヒロキ,静岡,B1,S,610228,1,38,167,53,B,5.03,29.9,12,17,97,0,0,0.15,12,83.3,0.13,2.2,19,36.8,0.15,2.9,16,25.0,0.17,3.1,14,21.4,0.16,2.9,16,6.2,0.13,3.2,20,20.0,0.14,2.7,B1,B1,B1,46.0,48.0,2025,1,2024-05-01,2024-10-31,107,7,3,0,0,1,0,1,0,0,0,0,0,0,0,3,4,5,2,3,2,0,0,0,0,0,0,0,0,1,3,3,2,3,4,0,0,0,0,0,0,0,0,0,3,2,3,3,3,0,0,0,0,0,0,0,0,0,1,6,3,3,3,0,0,0,0,0,1,0,0,1,3,4,7,2,2,0,0,0,0,0,0,1,0,0,0,0,0,静岡
4626,伊藤紘章,イトウ ヒロアキ,愛知,B1,S,610407,1,38,164,52,A,4.89,27.1,9,13,81,0,0,0.16,10,60.0,0.15,2.9,14,21.4,0.14,2.9,16,43.7,0.13,2.4,11,18.1,0.18,3.0,16,18.7,0.17,3.8,14,7.1,0.2,3.9,B1,B1,A2,47.0,48.0,2025,1,2024-05-01,2024-10-31,107,5,1,2,0,2,0,0,0,0,0,0,0,0,0,1,2,6,1,2,2,0,0,0,0,0,0,0,0,3,4,4,0,1,3,1,0,0,0,0,0,0,0,0,2,6,0,2,1,0,0,0,0,0,0,0,0,0,3,2,3,4,4,0,0,0,0,0,0,0,0,0,1,2,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,愛知
4627,藤原菜希,フジワラ ナツキ,東京,A1,S,610420,2,38,156,50,A,6.96,54.4,43,18,112,8,1,0.14,27,85.1,0.11,1.9,19,42.1,0.14,2.7,21,71.4,0.12,2.0,16,37.5,0.13,2.4,15,46.6,0.15,2.7,14,14.2,0.2,3.9,A1,A1,A2,55.0,55.0,2025,1,2024-05-01,2024-10-31,107,19,4,3,1,0,0,0,0,0,0,0,0,0,0,5,3,2,3,2,4,0,0,0,0,0,0,0,0,9,6,3,0,1,1,1,0,0,0,0,0,0,0,4,2,6,0,1,2,0,0,0,0,0,0,1,0,5,2,3,2,2,1,0,0,0,0,0,0,0,0,1,1,2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,大阪
4630,岩永雅人,イワナガ マサト,愛知,A2,S,620120,1,37,171,51,B,5.7,35.9,22,20,117,0,0,0.16,19,84.2,0.17,3.4,18,44.4,0.17,3.8,20,45.0,0.15,3.2,20,25.0,0.16,3.0,21,9.5,0.15,3.6,19,10.5,0.17,4.0,A2,A2,A2,51.0,51.0,2025,1,2024-05-01,2024-10-31,107,12,4,0,2,1,0,0,0,0,0,0,0,0,0,2,6,5,2,1,2,0,0,0,0,0,0,0,0,5,4,3,6,1,1,0,0,0,0,0,0,0,0,3,2,6,4,3,2,0,0,0,0,0,0,0,0,0,2,7,6,3,3,0,0,0,0,0,0,0,0,0,2,4,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,愛知
4631,新井英孝,アライ ヒデタカ,大阪,A2,S,620627,1,37,170,53,A,5.48,34.8,23,15,109,0,0,0.16,17,88.2,0.14,2.4,20,40.0,0.14,3.2,20,20.0,0.15,2.6,19,31.5,0.17,4.0,19,21.0,0.19,3.6,14,7.1,0.16,3.2,B1,B1,B1,47.0,50.0,2025,1,2024-05-01,2024-10-31,107,13,2,0,0,2,0,0,0,0,0,0,0,0,0,3,5,3,6,1,1,0,0,0,0,0,0,1,0,2,2,7,1,4,3,1,0,0,0,0,0,0,0,3,3,3,6,3,1,0,0,0,0,0,0,0,0,2,2,2,4,4,5,0,0,0,0,0,0,0,0,0,1,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,大阪
4632,長尾京志郎,ナガオ キョウシロウ,福岡,B1,H,010325,1,35,160,52,O,5.09,23.2,15,12,116,0,0,0.17,17,47.0,0.18,3.8,22,27.2,0.17,4.0,16,25.0,0.18,3.6,19,15.7,0.18,3.7,25,12.0,0.14,3.4,17,17.6,0.21,3.8,B1,B1,B1,49.0,50.0,2025,1,2024-05-01,2024-10-31,107,7,1,3,3,2,1,0,0,0,0,0,0,0,0,3,3,7,4,2,3,0,0,0,0,0,0,0,0,2,2,4,3,2,2,0,0,0,0,0,1,1,0,1,2,7,7,1,1,0,0,0,0,0,0,0,0,1,2,5,12,4,1,0,0,0,0,0,0,0,0,1,2,1,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,福岡
4633,森智也,モリ トモヤ,兵庫,B1,H,010515,1,35,168,51,B,5.12,27.5,13,22,127,1,0,0.16,16,75.0,0.13,2.1,21,23.8,0.16,3.5,26,19.2,0.13,3.0,24,12.5,0.17,3.5,21,33.3,0.18,3.9,19,15.7,0.2,4.8,B1,B1,A2,48.0,50.0,2025,1,2024-05-01,2024-10-31,107,7,5,2,0,2,0,0,0,0,0,0,0,0,0,1,4,7,5,2,2,0,0,0,0,0,0,0,0,1,4,7,3,8,2,0,0,0,0,0,0,1,0,1,2,11,1,7,2,0,0,0,0,0,0,0,0,3,4,4,4,4,2,0,0,0,0,0,0,0,0,0,3,2,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,兵庫
4635,峰重力也,ミネシゲ リキヤ,岡山,B1,H,020224,1,34,170,54,A,4.93,30.0,21,13,113,0,0,0.12,18,83.3,0.14,2.2,20,40.0,0.12,2.4,19,26.3,0.11,2.3,19,15.7,0.12,2.2,16,18.7,0.1,2.2,21,0.0,0.1,2.1,B1,B1,B1,47.0,48.0,2025,1,2024-05-01,2024-10-31,107,11,4,0,0,2,1,0,0,0,0,0,0,0,0,5,3,4,3,4,1,0,0,0,0,0,0,0,0,0,5,2,7,2,3,0,0,0,0,0,0,0,0,3,0,3,6,1,6,0,0,0,0,0,0,0,0,2,1,1,4,1,7,0,0,0,0,0,0,0,0,0,0,5,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,岡山
4636,赤池修平,アカイケ シュウヘイ,徳島,B1,H,020316,1,34,161,54,A,3.27,13.7,5,5,73,0,0,0.19,10,40.0,0.21,4.4,10,10.0,0.19,4.5,16,12.5,0.2,4.1,11,18.1,0.15,3.0,16,0.0,0.19,4.3,10,10.0,0.21,4.4,B1,B1,B2,45.0,41.0,2025,1,2024-05-01,2024-10-31,107,3,1,2,1,0,2,1,0,0,0,0,0,0,0,0,1,2,0,2,5,0,0,0,0,0,0,0,0,1,1,1,2,5,6,0,0,0,0,0,0,0,0,1,1,2,0,3,4,0,0,0,0,0,0,0,0,0,0,2,4,4,6,0,0,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,徳島
4637,中田友也,ナカダ トモヤ,埼玉,B1,H,020323,1,34,168,60,AB,5.36,31.5,22,19,130,0,0,0.16,20,60.0,0.16,3.1,26,26.9,0.15,3.9,18,33.3,0.13,2.9,22,31.8,0.16,3.4,27,22.2,0.15,3.3,17,17.6,0.18,3.9,B1,B1,B1,50.0,50.0,2025,1,2024-05-01,2024-10-31,107,8,4,3,2,2,1,0,0,0,0,0,0,0,0,3,4,8,4,5,2,0,0,0,0,0,1,0,0,5,1,4,3,5,0,0,0,0,0,0,0,0,0,4,3,4,5,3,3,0,0,0,0,0,0,0,0,2,4,7,6,7,1,0,0,0,0,0,0,0,0,0,3,1,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,埼玉
4638,小林遼太,コバヤシ リョウタ,福岡,B1,H,021019,1,34,173,54,A,4.66,25.8,14,16,116,0,0,0.19,17,64.7,0.17,3.3,20,40.0,0.19,3.7,18,27.7,0.18,4.1,18,16.6,0.17,3.9,23,13.0,0.23,5.1,20,0.0,0.2,5.5,B1,B1,B1,48.0,47.0,2025,1,2024-05-01,2024-10-31,107,9,2,2,2,0,2,0,0,0,0,0,0,0,0,3,5,4,3,2,3,0,0,0,0,0,1,0,0,2,3,2,4,4,3,0,0,0,0,0,0,0,0,0,3,6,4,4,1,0,0,0,0,0,0,0,0,0,3,5,6,4,5,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0,福岡
4639,雑賀勇貴,サイガ ユウキ,大阪,B1,H,021206,1,34,166,54,O,4.64,25.5,15,18,129,1,1,0.17,15,66.6,0.14,3.9,22,27.2,0.16,3.3,27,18.5,0.16,3.7,25,28.0,0.18,3.0,25,16.0,0.18,3.4,15,6.6,0.18,3.7,B1,B1,B1,46.0,47.0,2025,1,2024-05-01,2024-10-31,107,7,3,2,0,2,1,0,0,0,0,0,0,0,0,2,4,4,5,2,5,0,0,0,0,0,0,0,0,3,2,9,4,5,4,0,0,0,0,0,1,0,0,0,7,2,7,6,3,0,0,0,0,0,0,0,0,2,2,4,3,7,7,0,0,0,0,0,0,0,0,1,0,3,1,5,5,0,0,0,0,0,0,0,0,0,0,2,0,大阪
4640,山ノ内雅人,ヤマノウチ マサト,福岡,A1,H,030219,1,33,174,53,O,6.25,45.5,31,20,112,2,0,0.14,24,100.0,0.13,2.0,14,50.0,0.15,3.5,19,36.8,0.14,3.3,18,44.4,0.12,2.5,18,16.6,0.15,3.3,19,10.5,0.13,2.7,A2,A2,A2,51.0,52.0,2025,1,2024-05-01,2024-10-31,107,23,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,3,1,0,0,0,0,0,0,0,0,3,4,5,3,2,2,0,0,0,0,0,0,0,0,1,7,8,2,0,0,0,0,0,0,0,0,0,0,1,2,4,6,2,3,0,0,0,0,0,2,0,0,1,1,2,3,6,6,0,0,0,0,0,0,0,0,0,0,1,0,福岡
4641,磯村匠,イソムラ タクミ,東京,B1,H,030523,1,33,168,51,B,5.32,30.0,20,10,100,0,0,0.16,17,82.3,0.13,2.6,17,41.1,0.18,3.5,15,20.0,0.17,3.5,19,10.5,0.15,3.7,19,21.0,0.18,3.8,13,0.0,0.13,3.6,B1,B2,B1,48.0,49.0,2025,1,2024-05-01,2024-10-31,107,11,3,1,2,0,0,0,0,0,0,0,0,0,0,6,1,4,2,3,1,0,0,0,0,0,0,0,0,3,0,3,3,1,5,0,0,0,0,0,0,0,0,0,2,7,4,2,3,0,0,0,0,0,1,0,1,0,4,6,4,2,3,0,0,0,0,0,0,0,0,0,0,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,東京
4642,松尾夏海,マツオ カナミ,香川,A2,H,031029,2,33,156,46,A,6.16,42.7,29,18,110,2,0,0.15,25,80.0,0.15,2.4,18,61.1,0.13,2.6,17,29.4,0.16,2.7,15,20.0,0.15,2.6,20,30.0,0.14,3.2,15,13.3,0.17,3.3,A1,A2,A2,54.0,53.0,2025,1,2024-05-01,2024-10-31,107,18,2,1,2,1,1,0,0,0,0,0,0,0,0,1,10,4,1,1,1,0,0,0,0,0,0,0,0,5,0,5,5,1,1,0,0,0,0,0,0,0,0,2,1,5,2,2,2,1,0,0,0,0,0,0,0,2,4,5,2,2,4,0,0,0,0,0,0,1,0,1,1,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,愛媛
4643,近江翔吾,オオミ ショウゴ,香川,A1,H,050218,1,31,168,53,O,6.29,39.0,20,19,100,5,1,0.13,19,89.4,0.12,2.5,17,41.1,0.1,2.2,19,36.8,0.11,2.4,20,25.0,0.14,2.8,15,20.0,0.14,3.1,10,0.0,0.16,4.0,A1,A1,A1,61.0,55.0,2025,1,2024-05-01,2024-10-31,107,15,2,1,0,0,1,0,0,0,0,0,1,0,0,1,6,3,2,3,2,0,0,0,0,0,0,0,0,1,6,6,0,3,3,0,0,0,0,0,0,0,0,2,3,8,2,4,1,0,0,0,0,0,0,0,0,1,2,5,3,2,2,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,大阪
4644,山田亮太,ヤマダ リョウタ,東京,A2,S,540327,1,45,167,52,O,5.48,34.4,17,23,116,2,0,0.17,21,57.1,0.18,3.5,20,45.0,0.19,3.7,16,37.5,0.17,3.8,18,11.1,0.18,3.6,24,33.3,0.15,2.8,16,18.7,0.16,3.8,A2,A2,A2,51.0,51.0,2025,1,2024-05-01,2024-10-31,108,9,3,3,2,1,2,0,0,0,0,0,0,1,0,3,6,4,6,1,0,0,0,0,0,0,0,0,0,2,4,3,3,3,1,0,0,0,0,0,0,0,0,1,1,3,8,3,2,0,0,0,0,0,0,0,0,1,7,4,5,6,1,0,0,0,0,0,0,0,0,1,2,3,1,7,1,0,0,0,0,0,0,1,0,0,0,0,1,東京
4645,上村純一,ウエムラ ジュンイチ,群馬,A1,S,550527,1,44,171,55,A,6.57,49.0,30,22,106,6,0,0.14,20,90.0,0.15,2.8,16,68.7,0.14,2.9,16,43.7,0.14,2.3,18,55.5,0.13,2.8,16,18.7,0.15,2.9,20,15.0,0.15,3.5,A2,A1,A2,55.0,54.0,2025,1,2024-05-01,2024-10-31,108,17,1,0,1,1,0,0,0,0,0,0,0,0,0,6,5,3,1,0,1,0,0,0,0,0,0,0,0,1,6,6,3,0,0,0,0,0,0,0,0,0,0,5,5,4,2,1,1,0,0,0,0,0,0,0,0,1,2,3,1,6,2,1,0,0,0,0,0,0,0,0,3,4,3,8,2,0,0,0,0,0,0,0,0,0,0,0,0,千葉
4648,木村亮太,キムラ リョウタ,兵庫,B1,S,590502,1,40,159,55,A,5.05,29.7,13,20,111,0,0,0.13,14,64.2,0.13,1.9,19,21.0,0.15,3.1,20,45.0,0.12,2.6,18,33.3,0.13,2.8,25,12.0,0.13,3.1,14,14.2,0.14,3.2,B1,B1,B2,47.0,49.0,2025,1,2024-05-01,2024-10-31,108,7,2,1,3,1,0,0,0,0,0,0,0,0,0,0,4,4,9,1,1,0,0,0,0,0,0,0,0,4,5,5,2,2,2,0,0,0,0,0,0,0,0,0,6,3,4,3,2,0,0,0,0,0,0,0,0,1,2,4,5,10,3,0,0,0,0,0,0,0,0,1,1,3,2,3,3,0,0,0,0,0,0,0,1,0,0,1,1,大阪
4649,和田操拓,ワダ アヤヒロ,滋賀,A2,S,590528,1,40,156,52,A,5.57,32.7,19,21,122,2,0,0.14,20,75.0,0.12,2.1,21,38.1,0.15,3.1,20,25.0,0.15,3.2,21,23.8,0.14,2.0,21,19.0,0.13,2.9,19,15.7,0.15,3.4,A2,B1,A2,51.0,51.0,2025,1,2024-05-01,2024-10-31,108,11,4,1,3,1,0,0,0,0,0,0,0,0,0,1,7,3,3,2,5,0,0,0,0,0,0,0,0,3,2,4,5,3,3,0,0,0,0,0,0,0,0,3,2,6,6,4,0,0,0,0,0,0,0,0,0,1,3,4,8,3,0,1,0,0,0,0,0,1,0,0,3,7,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,京都
4650,中山雄太,ナカヤマ ユウタ,愛知,A1,S,590710,1,40,166,53,A,6.54,48.5,44,21,134,3,0,0.14,27,100.0,0.13,2.4,23,52.1,0.16,3.1,22,40.9,0.14,2.8,23,30.4,0.14,3.0,24,29.1,0.15,2.8,15,20.0,0.15,3.0,A1,A1,A2,54.0,53.0,2025,1,2024-05-01,2024-10-31,108,26,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,2,2,0,0,0,0,0,0,0,0,5,4,8,1,3,1,0,0,0,0,0,1,0,0,4,3,8,3,2,3,0,0,0,0,0,0,0,0,0,7,4,5,5,2,1,0,0,0,0,0,0,0,3,0,3,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,愛知
4651,佐藤大騎,サトウ タイキ,大阪,B1,S,591209,1,40,162,50,A,4.08,15.8,3,7,63,0,0,0.16,9,55.5,0.17,4.3,7,0.0,0.16,2.4,16,18.7,0.17,3.3,12,8.3,0.16,3.0,9,0.0,0.11,2.9,10,10.0,0.17,3.5,B1,B1,B1,47.0,46.0,2025,1,2024-05-01,2024-10-31,108,2,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,1,2,3,5,1,3,1,0,0,0,0,0,0,0,0,1,4,3,3,1,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,1,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,大阪
4652,酒見峻介,サケミ シュンスケ,佐賀,A2,S,600724,1,39,158,51,B,5.48,37.9,19,33,137,1,0,0.16,20,55.0,0.19,3.2,31,41.9,0.19,3.2,23,43.4,0.14,3.0,25,44.0,0.13,2.9,17,17.6,0.16,2.8,21,19.0,0.18,4.0,A2,A2,A2,52.0,51.0,2025,1,2024-05-01,2024-10-31,108,6,5,2,4,1,2,0,0,0,0,0,0,0,0,2,11,2,9,4,3,0,0,0,0,0,0,0,0,0,10,5,5,0,3,0,0,0,0,0,0,0,0,8,3,3,9,0,2,0,0,0,0,0,0,0,0,3,0,2,1,7,3,0,0,0,0,0,1,1,0,0,4,3,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,兵庫
4653,小野達哉,オノ タツヤ,大阪,A1,S,610124,1,38,160,53,A,6.96,53.4,54,23,144,4,0,0.14,35,97.1,0.14,2.8,22,40.9,0.14,3.3,22,54.5,0.13,2.5,27,44.4,0.12,2.2,19,26.3,0.15,2.8,19,26.3,0.17,3.0,A1,A1,A1,57.0,54.0,2025,1,2024-05-01,2024-10-31,108,30,4,0,1,0,0,0,0,0,0,0,0,0,0,7,2,5,4,2,0,0,0,0,0,0,1,1,1,7,5,6,3,1,0,0,0,0,0,0,0,0,0,7,5,6,3,3,3,0,0,0,0,0,0,0,0,3,2,7,4,2,1,0,0,0,0,0,0,0,0,0,5,3,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,大阪
4654,篠田優也,シノダ ユウヤ,兵庫,A1,S,610607,1,38,172,55,B,6.36,48.3,22,22,91,3,0,0.12,17,88.2,0.12,2.1,13,69.2,0.14,2.7,16,62.5,0.11,1.7,17,52.9,0.12,2.9,14,7.1,0.12,2.3,14,0.0,0.13,2.9,A2,A2,A2,52.0,54.0,2025,1,2024-05-01,2024-10-31,108,14,1,2,0,0,0,0,0,0,0,0,0,0,0,4,5,1,1,1,1,0,0,0,0,0,0,0,0,3,7,3,0,2,1,0,0,0,0,0,0,0,0,1,8,4,2,1,1,0,0,0,0,0,0,0,0,0,1,4,2,3,4,0,0,0,0,0,0,0,0,0,0,2,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,兵庫
4656,大崎翔,オオサキ ショウ,兵庫,B1,S,620624,1,37,170,60,O,5.22,33.0,13,24,112,2,0,0.16,15,66.6,0.15,3.0,21,42.8,0.17,3.4,19,36.8,0.16,2.8,18,27.7,0.17,3.0,22,18.1,0.17,3.8,17,11.7,0.15,3.4,B1,B1,B1,49.0,50.0,2025,1,2024-05-01,2024-10-31,108,8,2,2,1,2,0,0,0,0,0,0,0,0,0,0,9,3,5,2,2,0,0,0,0,0,0,0,0,3,4,3,3,4,2,0,0,0,0,0,1,0,0,1,4,5,3,3,2,0,0,0,0,0,0,0,0,1,3,4,4,6,4,0,0,0,0,0,0,0,0,0,2,2,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,兵庫
4659,木下翔太,キノシタ ショウタ,大阪,A1,H,030403,1,33,172,55,A,6.87,45.4,39,21,132,7,0,0.14,29,89.6,0.15,2.7,20,50.0,0.13,2.5,23,47.8,0.14,2.4,22,27.2,0.14,2.8,20,25.0,0.14,3.1,17,11.7,0.16,3.5,A1,A1,A1,57.0,60.0,2025,1,2024-05-01,2024-10-31,108,22,4,1,1,0,1,0,0,0,0,0,0,0,0,5,5,4,5,0,1,0,0,0,0,0,0,0,0,6,5,10,1,0,1,0,0,0,0,0,0,0,0,4,2,10,3,2,0,0,0,0,0,0,0,1,0,2,3,6,5,4,0,0,0,0,0,0,0,0,0,0,2,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,1,大阪
4660,宇田川信一,ウダガワ シンイチ,東京,B1,H,030620,1,33,166,53,O,4.28,23.5,8,16,102,0,0,0.18,13,46.1,0.17,3.5,19,36.8,0.19,4.1,19,15.7,0.17,4.0,20,25.0,0.17,3.9,18,16.6,0.18,4.3,13,0.0,0.21,4.8,B1,B1,B1,43.0,46.0,2025,1,2024-05-01,2024-10-31,108,3,3,4,0,1,2,0,0,0,0,0,0,0,0,3,4,0,5,5,2,0,0,0,0,0,0,0,0,1,2,2,6,6,2,0,0,0,0,0,0,0,0,1,4,2,4,5,4,0,0,0,0,0,0,0,0,0,3,6,0,4,5,0,0,0,0,0,0,0,0,0,0,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,神奈川
4661,中島昂章,ナカシマ タカアキ,佐賀,A2,H,040122,1,32,168,53,O,5.77,43.6,21,27,110,2,0,0.18,22,90.9,0.14,3.1,12,66.6,0.16,3.8,22,36.3,0.18,4.4,20,35.0,0.18,3.6,23,17.3,0.2,4.5,11,9.0,0.22,5.3,A2,A2,A2,52.0,51.0,2025,1,2024-05-01,2024-10-31,108,13,7,1,1,0,0,0,0,0,0,0,1,0,0,5,3,1,1,0,2,0,0,0,0,0,0,0,0,1,7,3,6,2,3,0,0,0,0,0,0,0,0,2,5,3,4,3,2,1,0,0,0,0,0,0,0,0,4,3,7,3,6,0,0,0,0,0,0,0,0,0,1,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,佐賀
4662,片山雅雄,カタヤマ マサオ,滋賀,B1,S,570722,1,42,171,51,O,3.0,9.5,2,5,73,0,0,0.18,11,18.1,0.2,4.0,12,25.0,0.21,4.4,15,13.3,0.17,3.3,12,0.0,0.17,3.8,14,0.0,0.17,4.4,9,0.0,0.16,3.8,B2,B1,B2,38.0,41.0,2025,1,2024-05-01,2024-10-31,109,1,1,1,2,4,1,1,0,0,0,0,0,0,0,0,3,1,3,3,2,0,0,0,0,0,0,0,0,1,1,0,3,5,5,0,0,0,0,0,0,0,0,0,0,1,1,3,7,0,0,0,0,0,0,0,0,0,0,1,5,4,4,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,京都
4663,籾山佳岳,モミヤマ ヨシタケ,愛知,B1,S,570911,1,42,167,55,O,4.98,28.2,14,21,124,1,0,0.14,19,63.1,0.12,2.2,22,36.3,0.14,3.1,22,22.7,0.13,3.0,21,19.0,0.13,2.7,20,25.0,0.16,3.5,19,5.2,0.16,4.0,B1,B1,B2,48.0,49.0,2025,1,2024-05-01,2024-10-31,109,7,5,2,2,2,1,0,0,0,0,0,0,0,0,1,7,5,3,3,3,0,0,0,0,0,0,0,0,3,2,5,5,6,1,0,0,0,0,0,0,0,0,2,2,4,4,7,1,0,0,0,0,0,0,1,0,1,4,1,7,6,1,0,0,0,0,0,0,0,0,0,1,4,8,4,2,0,0,0,0,0,0,0,0,0,0,0,1,愛知
4664,東口晃,ヒガシグチ アキラ,福井,B1,S,580802,1,41,165,54,O,3.65,15.0,8,10,120,1,0,0.2,18,44.4,0.15,2.9,22,13.6,0.2,4.0,22,18.1,0.2,4.1,18,11.1,0.2,4.3,22,0.0,0.23,4.4,18,5.5,0.23,5.0,B1,B1,B1,45.0,44.0,2025,1,2024-05-01,2024-10-31,109,6,2,2,4,1,3,0,0,0,0,0,0,0,0,1,2,3,7,3,6,0,0,0,0,0,0,0,0,1,3,2,5,1,10,0,0,0,0,0,0,0,0,0,2,2,4,5,5,0,0,0,0,0,0,0,0,0,0,5,3,5,9,0,0,0,0,0,0,0,0,0,1,0,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,石川
4665,加藤啓太,カトウ ケイタ,愛知,B1,S,581007,1,41,171,53,A,4.12,17.3,4,9,75,0,0,0.18,8,25.0,0.17,3.8,15,26.6,0.16,2.9,13,7.6,0.19,4.2,13,15.3,0.2,3.8,14,21.4,0.18,3.4,12,8.3,0.21,4.9,B1,B1,B1,47.0,45.0,2025,1,2024-05-01,2024-10-31,109,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,4,0,7,2,2,0,0,0,0,0,0,0,0,1,0,2,5,2,1,1,0,0,0,0,0,1,0,1,1,2,4,3,1,0,0,0,0,0,0,1,0,1,2,1,2,6,2,0,0,0,0,0,0,0,0,0,1,1,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,愛知
4666,日笠勝弘,ヒガサ マサヒロ,大阪,B1,S,581121,1,41,164,53,A,4.24,25.0,17,10,108,0,0,0.15,16,50.0,0.17,3.1,20,35.0,0.14,3.2,14,21.4,0.11,2.6,17,17.6,0.13,2.8,20,30.0,0.14,3.1,21,0.0,0.17,4.2,B1,B1,B1,48.0,45.0,2025,1,2024-05-01,2024-10-31,109,6,2,3,1,2,2,0,0,0,0,0,0,0,0,2,5,1,5,2,5,0,0,0,0,0,0,0,0,3,0,2,2,4,3,0,0,0,0,0,0,0,0,2,1,5,2,4,2,1,0,0,0,0,0,0,0,4,2,0,2,5,7,0,0,0,0,0,0,0,0,0,0,1,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,大阪
